Date                	Time                	Reading             	Alarm               	
7/7/2017            	1:27:25 AM          	26.454 °C           	                    	
7/7/2017            	1:27:35 AM          	26.458 °C           	                    	
7/7/2017            	1:27:47 AM          	26.461 °C           	                    	
7/7/2017            	1:27:55 AM          	26.468 °C           	                    	
7/7/2017            	1:28:05 AM          	26.472 °C           	                    	
7/7/2017            	1:28:15 AM          	26.477 °C           	                    	
7/7/2017            	1:28:27 AM          	26.485 °C           	                    	
7/7/2017            	1:28:35 AM          	26.489 °C           	                    	
7/7/2017            	1:28:45 AM          	26.493 °C           	                    	
7/7/2017            	1:28:55 AM          	26.497 °C           	                    	
7/7/2017            	1:29:07 AM          	26.503 °C           	                    	
7/7/2017            	1:29:16 AM          	26.511 °C           	                    	
7/7/2017            	1:29:25 AM          	26.513 °C           	                    	
7/7/2017            	1:29:35 AM          	26.516 °C           	                    	
7/7/2017            	1:29:47 AM          	26.523 °C           	                    	
7/7/2017            	1:29:55 AM          	26.529 °C           	                    	
7/7/2017            	1:30:05 AM          	26.530 °C           	                    	
7/7/2017            	1:30:15 AM          	26.539 °C           	                    	
7/7/2017            	1:30:27 AM          	26.542 °C           	                    	
7/7/2017            	1:30:35 AM          	26.546 °C           	                    	
7/7/2017            	1:30:45 AM          	26.553 °C           	                    	
7/7/2017            	1:30:55 AM          	26.558 °C           	                    	
7/7/2017            	1:31:07 AM          	26.561 °C           	                    	
7/7/2017            	1:31:15 AM          	26.565 °C           	                    	
7/7/2017            	1:31:25 AM          	26.568 °C           	                    	
7/7/2017            	1:31:35 AM          	26.575 °C           	                    	
7/7/2017            	1:31:47 AM          	26.583 °C           	                    	
7/7/2017            	1:31:55 AM          	26.584 °C           	                    	
7/7/2017            	1:32:05 AM          	26.591 °C           	                    	
7/7/2017            	1:32:15 AM          	26.597 °C           	                    	
7/7/2017            	1:32:27 AM          	26.598 °C           	                    	
7/7/2017            	1:32:35 AM          	26.604 °C           	                    	
7/7/2017            	1:32:45 AM          	26.612 °C           	                    	
7/7/2017            	1:32:55 AM          	26.617 °C           	                    	
7/7/2017            	1:33:08 AM          	26.623 °C           	                    	
7/7/2017            	1:33:15 AM          	26.624 °C           	                    	
7/7/2017            	1:33:25 AM          	26.629 °C           	                    	
7/7/2017            	1:33:35 AM          	26.636 °C           	                    	
7/7/2017            	1:33:55 AM          	26.646 °C           	                    	
7/7/2017            	1:34:05 AM          	26.651 °C           	                    	
7/7/2017            	1:34:15 AM          	26.655 °C           	                    	
7/7/2017            	1:34:28 AM          	26.663 °C           	                    	
7/7/2017            	1:34:35 AM          	26.663 °C           	                    	
7/7/2017            	1:34:45 AM          	26.669 °C           	                    	
7/7/2017            	1:34:55 AM          	26.673 °C           	                    	
7/7/2017            	1:35:08 AM          	26.680 °C           	                    	
7/7/2017            	1:35:15 AM          	26.685 °C           	                    	
7/7/2017            	1:35:25 AM          	26.684 °C           	                    	
7/7/2017            	1:35:35 AM          	26.693 °C           	                    	
7/7/2017            	1:35:48 AM          	26.699 °C           	                    	
7/7/2017            	1:35:55 AM          	26.701 °C           	                    	
7/7/2017            	1:36:05 AM          	26.706 °C           	                    	
7/7/2017            	1:36:15 AM          	26.710 °C           	                    	
7/7/2017            	1:36:28 AM          	26.715 °C           	                    	
7/7/2017            	1:36:35 AM          	26.718 °C           	                    	
7/7/2017            	1:36:45 AM          	26.722 °C           	                    	
7/7/2017            	1:36:55 AM          	26.726 °C           	                    	
7/7/2017            	1:37:05 AM          	26.735 °C           	                    	
